loyalty_number,primary_segment,next_best_action,priority_band,retention_priority_score,recovery_potential_band,recovery_potential_score_v2,clv,loyalty_value_at_risk,clv_tier,loyalty_card,province,city,behavioral_churn,formal_churn,churn_status_group,active_month_rate,inactive_months,flights_last_6m,points_collector_flag,sharp_drop_flag,seasonal_flag
948785,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8514.39,0.0,High Value,Nova,Ontario,Ottawa,0,0,Healthy Active,0.625,9,11,0,0,0
210734,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8512.13,0.0,High Value,Aurora,British Columbia,Vancouver,0,0,Healthy Active,0.6666666666666666,8,8,0,0,0
261957,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8510.76,0.0,High Value,Aurora,Manitoba,Winnipeg,0,0,Healthy Active,0.6666666666666666,8,10,0,0,0
855198,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8510.53,0.0,High Value,Aurora,British Columbia,Kelowna,0,0,Healthy Active,0.7916666666666666,5,15,0,0,0
222874,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8509.85,0.0,High Value,Nova,British Columbia,Dawson Creek,0,0,Healthy Active,0.625,9,3,0,0,0
606989,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8509.85,0.0,High Value,Nova,New Brunswick,Moncton,0,0,Healthy Active,0.5833333333333334,10,15,0,0,0
740326,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8509.85,0.0,High Value,Nova,British Columbia,Vancouver,0,0,Healthy Active,0.0416666666666666,23,1,0,0,0
883065,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8509.85,0.0,High Value,Nova,British Columbia,Vancouver,0,0,Healthy Active,0.5,12,12,0,0,0
406294,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8509.45,0.0,High Value,Star,Nova Scotia,Halifax,0,0,Healthy Active,0.7083333333333334,7,4,0,0,0
822696,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8502.24,0.0,High Value,Nova,British Columbia,Whistler,0,0,Healthy Active,0.5416666666666666,11,15,0,0,0
128534,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8501.65,0.0,High Value,Aurora,British Columbia,West Vancouver,0,0,Healthy Active,0.5416666666666666,11,9,0,0,0
979467,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8501.65,0.0,High Value,Nova,Quebec,Montreal,0,0,Healthy Active,0.5833333333333334,10,16,0,0,0
149225,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8500.91,0.0,High Value,Nova,Prince Edward Island,Charlottetown,0,0,Healthy Active,0.5833333333333334,10,4,0,0,0
601626,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8500.12,0.0,High Value,Nova,Nova Scotia,Halifax,0,0,Healthy Active,0.625,9,11,0,0,0
777875,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8496.35,0.0,High Value,Aurora,Ontario,Toronto,0,0,Healthy Active,0.5833333333333334,10,9,0,0,0
803407,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8496.35,0.0,High Value,Aurora,Alberta,Edmonton,0,0,Healthy Active,0.6666666666666666,8,14,0,0,0
198123,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8491.47,0.0,High Value,Star,Ontario,Toronto,0,0,Healthy Active,0.625,9,9,0,0,0
670606,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8489.84,0.0,High Value,Aurora,Ontario,Trenton,0,0,Healthy Active,0.5833333333333334,10,9,0,0,0
281979,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8487.24,0.0,High Value,Aurora,Alberta,Edmonton,0,0,Healthy Active,0.6666666666666666,8,8,0,0,0
772181,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8485.33,0.0,High Value,Star,Ontario,Toronto,0,0,Healthy Active,0.5,12,15,0,0,0
838008,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8485.33,0.0,High Value,Star,British Columbia,Vancouver,0,0,Healthy Active,0.4166666666666667,14,8,0,0,0
718516,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8481.31,0.0,High Value,Nova,New Brunswick,Moncton,0,0,Healthy Active,0.4166666666666667,14,13,0,0,0
954570,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8478.82,0.0,High Value,Nova,British Columbia,Victoria,0,0,Healthy Active,0.4166666666666667,14,13,0,0,0
514523,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8478.3,0.0,High Value,Nova,Ontario,Trenton,0,0,Healthy Active,0.2083333333333333,19,6,0,0,0
876850,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8478.28,0.0,High Value,Nova,British Columbia,Vancouver,0,0,Healthy Active,0.625,9,5,0,0,0
611582,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8476.81,0.0,High Value,Nova,Quebec,Montreal,0,0,Healthy Active,0.5833333333333334,10,7,0,0,0
140977,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8476.77,0.0,High Value,Star,New Brunswick,Fredericton,0,0,Healthy Active,0.5,12,14,0,0,0
117240,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8476.08,0.0,High Value,Aurora,Ontario,Toronto,0,0,Healthy Active,0.3333333333333333,16,9,0,0,0
576576,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8474.63,0.0,High Value,Star,Newfoundland,St. John's,0,0,Healthy Active,0.625,9,8,0,0,0
825254,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8474.63,0.0,High Value,Star,Quebec,Quebec City,0,0,Healthy Active,0.2916666666666667,17,6,0,0,0
781354,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8473.46,0.0,High Value,Star,Manitoba,Winnipeg,0,0,Healthy Active,0.4583333333333333,13,9,0,0,0
332409,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8470.04,0.0,High Value,Nova,Saskatchewan,Regina,0,0,Healthy Active,0.7083333333333334,7,17,0,0,0
959453,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8467.39,0.0,High Value,Star,Ontario,Toronto,0,0,Healthy Active,0.1666666666666666,20,9,0,0,0
280895,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8467.37,0.0,High Value,Star,Quebec,Montreal,0,0,Healthy Active,0.5,12,5,0,0,0
334224,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8467.37,0.0,High Value,Aurora,Manitoba,Winnipeg,0,0,Healthy Active,0.625,9,9,0,0,0
335421,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8467.27,0.0,High Value,Star,Quebec,Montreal,0,0,Healthy Active,0.5,12,6,0,0,0
272225,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8460.81,0.0,High Value,Aurora,Ontario,Toronto,0,0,Healthy Active,0.0833333333333333,22,3,0,0,0
598059,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8459.05,0.0,High Value,Star,British Columbia,Vancouver,0,0,Healthy Active,0.625,9,7,0,0,0
559483,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8458.91,0.0,High Value,Nova,Quebec,Hull,0,0,Healthy Active,0.625,9,6,0,0,0
791809,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8458.91,0.0,High Value,Star,British Columbia,Victoria,0,0,Healthy Active,0.75,6,12,0,0,0
175711,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8456.96,0.0,High Value,Aurora,Ontario,Toronto,0,0,Healthy Active,0.4583333333333333,13,7,0,0,0
297520,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8453.68,0.0,High Value,Star,British Columbia,Vancouver,0,0,Healthy Active,0.4583333333333333,13,10,0,0,0
106444,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8447.8,0.0,High Value,Aurora,British Columbia,Vancouver,0,0,Healthy Active,0.2083333333333333,19,11,0,0,0
833576,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8447.8,0.0,High Value,Aurora,Ontario,Toronto,0,0,Healthy Active,0.625,9,11,0,0,0
484225,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8439.62,0.0,High Value,Star,British Columbia,Vancouver,0,0,Healthy Active,0.0416666666666666,23,3,0,0,0
520428,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8439.62,0.0,High Value,Star,Ontario,Toronto,0,0,Healthy Active,0.7916666666666666,5,17,0,0,0
386649,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8436.35,0.0,High Value,Star,Ontario,Ottawa,0,0,Healthy Active,0.4583333333333333,13,15,0,0,0
508402,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8434.46,0.0,High Value,Aurora,Ontario,Toronto,0,0,Healthy Active,0.3333333333333333,16,9,0,0,0
872774,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8434.46,0.0,High Value,Star,Alberta,Edmonton,0,0,Healthy Active,0.5833333333333334,10,6,0,0,0
416105,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8433.23,0.0,High Value,Star,Quebec,Montreal,0,0,Healthy Active,0.0416666666666666,23,1,0,0,0
453466,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8433.23,0.0,High Value,Nova,British Columbia,Victoria,0,0,Healthy Active,0.375,15,8,0,0,0
355994,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8432.82,0.0,High Value,Star,Ontario,Toronto,0,0,Healthy Active,0.5416666666666666,11,10,0,0,0
532759,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8432.82,0.0,High Value,Nova,British Columbia,Vancouver,0,0,Healthy Active,0.375,15,13,0,0,0
308197,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8432.52,0.0,High Value,Star,New Brunswick,Fredericton,0,0,Healthy Active,0.5,12,12,0,0,0
636673,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8428.47,0.0,High Value,Nova,New Brunswick,Fredericton,0,0,Healthy Active,0.5416666666666666,11,9,0,0,0
952938,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8427.72,0.0,High Value,Star,British Columbia,Vancouver,0,0,Healthy Active,0.7083333333333334,7,11,0,0,0
212484,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8427.17,0.0,High Value,Star,Ontario,Toronto,0,0,Healthy Active,0.3333333333333333,16,10,0,0,0
364137,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8427.17,0.0,High Value,Aurora,New Brunswick,Fredericton,0,0,Healthy Active,0.7083333333333334,7,15,0,0,0
454668,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8427.17,0.0,High Value,Aurora,British Columbia,Vancouver,0,0,Healthy Active,0.4583333333333333,13,6,0,0,0
493088,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8427.17,0.0,High Value,Aurora,Ontario,Toronto,0,0,Healthy Active,0.75,6,12,0,0,0
969632,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8427.17,0.0,High Value,Star,Quebec,Hull,0,0,Healthy Active,0.625,9,14,0,0,0
444085,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8426.06,0.0,High Value,Nova,Ontario,Toronto,0,0,Healthy Active,0.6666666666666666,8,17,0,0,0
813868,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8421.52,0.0,High Value,Aurora,Ontario,Ottawa,0,0,Healthy Active,0.1666666666666666,20,14,0,0,0
193917,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8418.57,0.0,High Value,Aurora,Ontario,Thunder Bay,0,0,Healthy Active,0.5416666666666666,11,4,0,0,0
718454,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8415.68,0.0,High Value,Nova,Alberta,Edmonton,0,0,Healthy Active,0.0833333333333333,22,2,0,0,0
623327,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8414.94,0.0,High Value,Nova,Ontario,Toronto,0,0,Healthy Active,0.375,15,7,0,0,0
761459,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8414.08,0.0,High Value,Star,Quebec,Montreal,0,0,Healthy Active,0.6666666666666666,8,5,0,0,0
148234,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8408.32,0.0,High Value,Nova,British Columbia,Whistler,0,0,Healthy Active,0.5416666666666666,11,7,0,0,0
345238,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8408.32,0.0,High Value,Aurora,Quebec,Montreal,0,0,Healthy Active,0.5416666666666666,11,10,0,0,0
929707,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8408.31,0.0,High Value,Nova,Ontario,Kingston,0,0,Healthy Active,0.0416666666666666,23,1,0,0,0
662848,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8406.76,0.0,High Value,Nova,British Columbia,Vancouver,0,0,Healthy Active,0.6666666666666666,8,8,0,0,0
687170,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8406.76,0.0,High Value,Star,Ontario,Toronto,0,0,Healthy Active,0.375,15,3,0,0,0
557597,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8405.75,0.0,High Value,Star,British Columbia,Dawson Creek,0,0,Healthy Active,0.125,21,7,0,0,0
141742,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8403.91,0.0,High Value,Star,British Columbia,Vancouver,0,0,Healthy Active,0.3333333333333333,16,4,0,0,0
256574,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8403.91,0.0,High Value,Star,Ontario,Toronto,0,0,Healthy Active,0.625,9,21,0,0,0
117342,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8400.79,0.0,High Value,Star,British Columbia,Vancouver,0,0,Healthy Active,0.625,9,10,0,0,0
898417,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8396.33,0.0,High Value,Nova,Ontario,Toronto,0,0,Healthy Active,0.625,9,4,0,0,0
821419,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8395.81,0.0,High Value,Star,Ontario,Toronto,0,0,Healthy Active,0.2083333333333333,19,13,0,0,0
387834,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8395.27,0.0,High Value,Aurora,British Columbia,Vancouver,0,0,Healthy Active,0.625,9,7,0,0,0
923799,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8395.27,0.0,High Value,Nova,Ontario,Toronto,0,0,Healthy Active,0.625,9,6,0,0,0
840021,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8391.13,0.0,High Value,Nova,Nova Scotia,Halifax,0,0,Healthy Active,0.5833333333333334,10,10,0,0,0
210870,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8385.25,0.0,High Value,Nova,Ontario,Toronto,0,0,Healthy Active,0.2083333333333333,19,13,0,0,0
101644,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8382.63,0.0,High Value,Star,Ontario,Toronto,0,0,Healthy Active,0.0416666666666666,23,2,0,0,0
115529,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8382.63,0.0,High Value,Star,British Columbia,Vancouver,0,0,Healthy Active,0.5,12,7,0,0,0
669065,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8382.63,0.0,High Value,Aurora,British Columbia,Dawson Creek,0,0,Healthy Active,0.6666666666666666,8,10,0,0,0
820164,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8382.63,0.0,High Value,Star,Ontario,Toronto,0,0,Healthy Active,0.5416666666666666,11,13,0,0,0
759322,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8382.48,0.0,High Value,Nova,Manitoba,Winnipeg,0,0,Healthy Active,0.4583333333333333,13,12,0,0,0
268789,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8377.5,0.0,High Value,Nova,Ontario,Toronto,0,0,Healthy Active,0.5416666666666666,11,10,0,0,0
663270,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8370.57,0.0,High Value,Aurora,Ontario,Trenton,0,0,Healthy Active,0.5,12,4,0,0,0
994877,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8370.4,0.0,High Value,Star,British Columbia,Vancouver,0,0,Healthy Active,0.4583333333333333,13,9,0,0,0
435156,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8365.96,0.0,High Value,Aurora,British Columbia,Victoria,0,0,Healthy Active,0.5833333333333334,10,8,0,0,0
214030,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8365.68,0.0,High Value,Nova,British Columbia,Vancouver,0,0,Healthy Active,0.7083333333333334,7,11,0,0,0
173531,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8364.56,0.0,High Value,Star,British Columbia,Vancouver,0,0,Healthy Active,0.4583333333333333,13,15,0,0,0
819809,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8364.5,0.0,High Value,Nova,Ontario,London,0,0,Healthy Active,0.5416666666666666,11,12,0,0,0
649802,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8356.18,0.0,High Value,Aurora,British Columbia,Whistler,0,0,Healthy Active,0.5416666666666666,11,11,0,0,0
137968,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8355.77,0.0,High Value,Aurora,Ontario,Toronto,0,0,Healthy Active,0.25,18,17,0,0,0
865803,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8355.64,0.0,High Value,Star,Ontario,Sudbury,0,0,Healthy Active,0.375,15,3,0,0,0
595747,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8355.51,0.0,High Value,Nova,Saskatchewan,Regina,0,0,Healthy Active,0.6666666666666666,8,13,0,0,0
795283,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8349.52,0.0,High Value,Aurora,Nova Scotia,Halifax,0,0,Healthy Active,0.5833333333333334,10,11,0,0,0
138768,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8346.02,0.0,High Value,Star,Ontario,Trenton,0,0,Healthy Active,0.75,6,13,0,0,0
393309,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8343.41,0.0,High Value,Aurora,Ontario,Kingston,0,0,Healthy Active,0.6666666666666666,8,10,0,0,0
767857,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8341.62,0.0,High Value,Nova,Alberta,Edmonton,0,0,Healthy Active,0.25,18,13,0,0,0
647133,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8336.08,0.0,High Value,Aurora,Quebec,Tremblant,0,0,Healthy Active,0.4583333333333333,13,9,0,0,0
489371,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8334.36,0.0,High Value,Nova,Ontario,Toronto,0,0,Healthy Active,0.6666666666666666,8,10,0,0,0
757041,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8334.32,0.0,High Value,Nova,British Columbia,Vancouver,0,0,Healthy Active,0.4166666666666667,14,4,0,0,0
234562,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8332.73,0.0,High Value,Star,Ontario,Toronto,0,0,Healthy Active,0.625,9,14,0,0,0
429238,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8332.73,0.0,High Value,Aurora,Alberta,Edmonton,0,0,Healthy Active,0.7916666666666666,5,15,0,0,0
522572,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8331.65,0.0,High Value,Aurora,Quebec,Hull,0,0,Healthy Active,0.4583333333333333,13,7,0,0,0
963502,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8331.65,0.0,High Value,Aurora,British Columbia,Vancouver,0,0,Healthy Active,0.5833333333333334,10,4,0,0,0
212862,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8329.29,0.0,High Value,Star,Saskatchewan,Regina,0,0,Healthy Active,0.5416666666666666,11,8,0,0,0
643480,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8329.29,0.0,High Value,Star,Nova Scotia,Halifax,0,0,Healthy Active,0.4166666666666667,14,7,0,0,0
374401,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8323.53,0.0,High Value,Nova,Ontario,Toronto,0,0,Healthy Active,0.5416666666666666,11,9,0,0,0
752140,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8323.07,0.0,High Value,Aurora,Alberta,Peace River,0,0,Healthy Active,0.6666666666666666,8,6,0,0,0
804890,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8319.53,0.0,High Value,Aurora,Ontario,Ottawa,0,0,Healthy Active,0.0833333333333333,22,3,0,0,0
750862,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8319.12,0.0,High Value,Nova,British Columbia,Kelowna,0,0,Healthy Active,0.4583333333333333,13,8,0,0,0
885474,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8319.12,0.0,High Value,Aurora,Ontario,Toronto,0,0,Healthy Active,0.625,9,8,0,0,0
547802,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8317.3,0.0,High Value,Star,Quebec,Montreal,0,0,Healthy Active,0.5,12,9,0,0,0
221643,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8314.31,0.0,High Value,Star,Ontario,Thunder Bay,0,0,Healthy Active,0.625,9,6,0,0,0
874780,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8312.68,0.0,High Value,Aurora,Ontario,Toronto,0,0,Healthy Active,0.4166666666666667,14,14,0,0,0
814703,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8311.85,0.0,High Value,Star,Quebec,Montreal,0,0,Healthy Active,0.5416666666666666,11,13,0,0,0
350271,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8311.14,0.0,High Value,Aurora,Alberta,Peace River,0,0,Healthy Active,0.375,15,15,0,0,0
750171,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8304.69,0.0,High Value,Nova,Quebec,Montreal,0,0,Healthy Active,0.7083333333333334,7,13,0,0,0
183305,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8300.71,0.0,High Value,Star,British Columbia,Vancouver,0,0,Healthy Active,0.5833333333333334,10,16,0,0,0
248620,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8296.18,0.0,High Value,Nova,Ontario,Toronto,0,0,Healthy Active,0.625,9,5,0,0,0
452208,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8295.98,0.0,High Value,Nova,Ontario,Ottawa,0,0,Healthy Active,0.4166666666666667,14,20,0,0,0
291336,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8294.97,0.0,High Value,Star,Manitoba,Winnipeg,0,0,Healthy Active,0.4583333333333333,13,11,0,0,0
276100,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8292.63,0.0,High Value,Aurora,Quebec,Montreal,0,0,Healthy Active,0.625,9,13,0,0,0
382748,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8291.66,0.0,High Value,Star,Nova Scotia,Halifax,0,0,Healthy Active,0.4583333333333333,13,24,0,0,0
432392,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8288.16,0.0,High Value,Nova,Ontario,Toronto,0,0,Healthy Active,0.5416666666666666,11,18,0,0,0
443231,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8288.16,0.0,High Value,Star,Alberta,Calgary,0,0,Healthy Active,0.5833333333333334,10,8,0,0,0
241495,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8287.68,0.0,High Value,Star,Ontario,Toronto,0,0,Healthy Active,0.4166666666666667,14,7,0,0,0
829663,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8287.68,0.0,High Value,Star,British Columbia,Dawson Creek,0,0,Healthy Active,0.4583333333333333,13,17,0,0,0
170710,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8286.96,0.0,High Value,Star,Ontario,Toronto,0,0,Healthy Active,0.4583333333333333,13,16,0,0,0
631839,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8283.07,0.0,High Value,Star,Ontario,Toronto,0,0,Healthy Active,0.5833333333333334,10,11,0,0,0
738279,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8281.74,0.0,High Value,Nova,Ontario,Toronto,0,0,Healthy Active,0.5833333333333334,10,10,0,0,0
578020,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8278.79,0.0,High Value,Star,Ontario,Toronto,0,0,Healthy Active,0.2916666666666667,17,10,0,0,0
644374,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8278.72,0.0,High Value,Nova,Nova Scotia,Halifax,0,0,Healthy Active,0.5,12,8,0,0,0
946001,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8278.72,0.0,High Value,Star,Quebec,Quebec City,0,0,Healthy Active,0.4583333333333333,13,9,0,0,0
393130,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8277.75,0.0,High Value,Aurora,Ontario,Toronto,0,0,Healthy Active,0.0833333333333333,22,3,0,0,0
718764,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8276.44,0.0,High Value,Nova,Ontario,Toronto,0,0,Healthy Active,0.7083333333333334,7,16,0,0,0
763071,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8275.9,0.0,High Value,Nova,British Columbia,Vancouver,0,0,Healthy Active,0.625,9,7,0,0,0
989986,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8275.9,0.0,High Value,Nova,Ontario,Toronto,0,0,Healthy Active,0.5,12,18,0,0,0
487228,Healthy / Monitor,Monitor only,Low Priority,0,No Recovery Action Needed,0,8273.11,0.0,High Value,Aurora,Ontario,Kingston,0,0,Healthy Active,0.25,18,5,0,0,0
